asset_id;parent_asset_id;department_id;department_name
06794;06794;0252;TRAFFIC AND ROAD DIV
06795;06795;0222;POLICE
06796;06796;0400;M.S.D.
06798;06798;0400;M.S.D.
06799;06799;0400;M.S.D.
06802;06802;0400;M.S.D.
06803;06803;0300;WATER WORKS
06804;06804;0300;WATER WORKS
06805;06805;0252;TRAFFIC AND ROAD DIV
06806;06806;0400;M.S.D.
06807;06807;0252;TRAFFIC AND ROAD DIV
06808;06808;0300;WATER WORKS
06809;06809;0248;PARKING FACILITY
06831;06831;0200;PARK DEPARTMENT
06832;06832;0200;PARK DEPARTMENT
06833;06833;0400;M.S.D.
06834;06834;0200;PARK DEPARTMENT
06835;06835;0200;PARK DEPARTMENT
06836;06836;0200;PARK DEPARTMENT
06837;06837;0200;PARK DEPARTMENT
06838;06838;0200;PARK DEPARTMENT
06839;06839;0200;PARK DEPARTMENT
06840;06840;0234;AVIATION
06841;06841;0400;M.S.D.
06842;06842;0400;M.S.D.
06849;06849;0271;FIRE DEPARTMENT RESPONSE
06856;06856;0271;FIRE DEPARTMENT RESPONSE
06860;06860;0190;RECREATION
06862;06862;0400;M.S.D.
06864;06864;0400;M.S.D.
06903;91653;0271;FIRE DEPARTMENT RESPONSE
06904;91654;0271;FIRE DEPARTMENT RESPONSE
07025;07025;0222;POLICE
07037;07037;0222;POLICE
07040;07040;0225;POLICE INVESTIGATIONS BUREAU
07042;07042;0222;POLICE
07043;07043;0222;POLICE
07045;07045;0222;POLICE
07046;07046;0222;POLICE
07047;07047;0227;POLICE - CHIEF`S OFFICE
07048;07048;0225;POLICE INVESTIGATIONS BUREAU
07089;07089;0225;POLICE INVESTIGATIONS BUREAU
07175;07175;0222;POLICE
07186;07186;5200;CINCINNATI STATE
07450;07450;0255;CITY FACILITY MAINT
07451;07451;0190;RECREATION
07452;07452;0252;TRAFFIC AND ROAD DIV
07466;07466;0300;WATER WORKS
07475;07475;0200;PARK DEPARTMENT
07476;07476;0252;TRAFFIC AND ROAD DIV
07479;07479;0200;PARK DEPARTMENT
07480;07480;0400;M.S.D.
07481;07481;0271;FIRE DEPARTMENT RESPONSE
07482;07482;0271;FIRE DEPARTMENT RESPONSE
07483;07483;0271;FIRE DEPARTMENT RESPONSE
07484;07484;0271;FIRE DEPARTMENT RESPONSE
07485;07485;0271;FIRE DEPARTMENT RESPONSE
07488;07488;0400;M.S.D.
07550;07550;2441;FLEET SERVICES
07580;07580;2441;FLEET SERVICES
07965;07965;0255;CITY FACILITY MAINT
07966;07966;0190;RECREATION
08925;08925;0225;POLICE INVESTIGATIONS BUREAU
08928;08928;0222;POLICE
08950;08950;0225;POLICE INVESTIGATIONS BUREAU
08951;08951;0227;POLICE - CHIEF`S OFFICE
08952;08952;0227;POLICE - CHIEF`S OFFICE
09038;09038;0091;ETS
09175;09175;0400;M.S.D.
09177;09177;0400;M.S.D.
09178;09178;0400;M.S.D.
09179;09179;0400;M.S.D.
09180;09180;0400;NEIGHBORHOOD OPERATIONS
09185;09185;0400;M.S.D.
09200;09200;0233;TRANS & ENGR
09201;09201;POOL;TRANS & ENGR
09202;09202;0190;RECREATION
09203;09203;0190;RECREATION
09204;09204;0260;HEALTH
09205;09205;0260;HEALTH
09206;09206;0260;HEALTH
09313;09313;0222;POLICE
09319;09319;0227;POLICE - CHIEF`S OFFICE
09331;09331;0222;POLICE
09351;09351;0271;FIRE DEPARTMENT RESPONSE
09352;09352;0252;TRAFFIC AND ROAD DIV
09539;09539;0271;FIRE DEPARTMENT RESPONSE
1011166;1011166;0190;RECREATION
1011181;1011181;0190;RECREATION
1016997;1016997;0190;RECREATION
10182;10182;0272;RISK MANAGEMENT
10185;10185;0234;AVIATION
10189;10189;0300;WATER WORKS
10194;10194;0200;PARK DEPARTMENT
10195;10195;0200;RISK MANAGEMENT
10196;10196;0200;PARK DEPARTMENT
10197;10197;0200;PARK DEPARTMENT
10198;10198;0260;HEALTH
10199;10199;0260;HEALTH
10200;10200;0233;TRANS & ENGR
10201;10201;0233;TRANS & ENGR
10202;10202;0222;POLICE
1021755;1021755;0272;FIRE DEPARTMENT SUPPORT
1026323;1026323;0248;PARKING FACILITY
10306;10306;0227;POLICE - CHIEF`S OFFICE
10312;10312;0222;POLICE
10313;10313;0226;POLICE SUPPORT BUREAU
1031561;1031561;0190;RECREATION
1031606;1031606;0190;RECREATION
1031617;1031617;0190;RECREATION
1031900;1031900;0190;RECREATION
10320;10320;0222;POLICE
10321;10321;0227;POLICE - CHIEF`S OFFICE
1032372;1032372;0190;RECREATION
1032373;1032373;0272;FIRE DEPARTMENT SUPPORT
1032374;1032374;0272;FIRE DEPARTMENT SUPPORT
1032376;1032376;0272;FIRE DEPARTMENT SUPPORT
1032377;1032377;0272;FIRE DEPARTMENT SUPPORT
1032378;1032378;0190;RECREATION
1032380;1032380;0272;FIRE DEPARTMENT SUPPORT
1032383;1032383;0190;RECREATION
1034687;1034687;0190;RECREATION
1035502;1035502;0190;RECREATION
1037073;1037073;0190;RECREATION
1037943;1037943;0190;RECREATION
1040989;1040989;0103;EMERGENCY COMMUNICATIONS
1040993;1040993;0190;RECREATION
1041384;1041384;0190;RECREATION
1041463;1041463;0190;RECREATION
1041483;1041483;0190;RECREATION
1046790;1046790;0190;RECREATION
1048080;1048080;0272;FIRE DEPARTMENT SUPPORT
1052881;1052881;0190;RECREATION
1053851;1053851;0190;RECREATION
1053863;1053863;0190;RECREATION
1055537;1055537;0190;RECREATION
1055539;1055539;0190;RECREATION
1055641;1055641;0190;RECREATION
1056869;1056869;0190;RECREATION
1056878;1056878;0190;RECREATION
10573;10573;POOL;FSD - POOL
1058405;1058405;0190;RECREATION
10600;10600;0190;RECREATION
10601;10601;0222;POLICE
10603;10603;POOL;FLEET SERVICES POOL
10604;10604;0253;NEIGHBORHOOD OPERATIONS
10607;10607;0401;STORMWATER
10630;10630;0248;PARKING FACILITY
10660;10660;0400;M.S.D.
10675;10675;0400;M.S.D.
10676;10676;0222;POLICE
10677;10677;0300;WATER WORKS
10678;10678;0300;WATER WORKS
10679;10679;0300;WATER WORKS
10680;10680;0300;WATER WORKS
10681;10681;0300;WATER WORKS
10682;10682;0300;WATER WORKS
10683;10683;0300;WATER WORKS
10684;10684;0300;WATER WORKS
10685;10685;0300;WATER WORKS
10686;10686;0300;WATER WORKS
10687;10687;0311;STORMWATER
10688;10688;0311;STORMWATER
10689;10689;0222;POLICE
10690;10690;0222;POLICE
10691;10691;0225;POLICE INVESTIGATIONS BUREAU
10692;10692;0225;POLICE INVESTIGATIONS BUREAU
10780;10780;0190;RECREATION
10781;10781;0190;RECREATION
10790;10790;0300;WATER WORKS
10791;10791;0300;WATER WORKS
10792;10792;0190;RECREATION
10793;10793;0190;RECREATION
10794;10794;0190;RECREATION
10795;10795;0300;WATER WORKS
10796;10796;0300;WATER WORKS
10797;10797;0300;WATER WORKS
10798;10798;POOL;FLEET SERVICES POOL
10799;10799;0300;WATER WORKS
10811;10811;0300;WATER WORKS
10812;10812;0300;WATER WORKS
10813;10813;0300;WATER WORKS
10814;10814;0200;PARK DEPARTMENT
10815;10815;0200;PARK DEPARTMENT
10816;10816;0253;NEIGHBORHOOD OPERATIONS
10817;10817;0252;TRAFFIC AND ROAD DIV
10818;10818;0253;NEIGHBORHOOD OPERATIONS
10819;10819;0253;NEIGHBORHOOD OPERATIONS
10820;10820;0300;WATER WORKS
10821;10821;0300;WATER WORKS
10822;10822;0300;WATER WORKS
10823;10823;0300;WATER WORKS
10824;10824;0300;WATER WORKS
10825;10825;0300;WATER WORKS
10826;10826;0300;WATER WORKS
10827;10827;0300;WATER WORKS
10828;10828;0311;STORMWATER
10830;10830;0400;M.S.D.
10831;10831;0300;WATER WORKS
10832;10832;0311;STORMWATER
10834;10834;0101;CITY MANAGER
10838;10838;0255;CITY FACILITY MAINT
10839;10839;0255;CITY FACILITY MAINT
10840;10840;0255;CITY FACILITY MAINT
10841;10841;0252;TRAFFIC SERVICES
10842;10842;0190;RECREATION
10843;10843;0400;M.S.D.
10844;10844;0400;M.S.D.
10845;10845;0400;M.S.D.
10846;10846;0400;M.S.D.
10847;10847;0400;M.S.D.
10848;10848;0300;WATER WORKS
10849;10849;0190;RECREATION
10850;10850;0190;RECREATION
10855;10855;POOL;NEIGHBORHOOD OPERATIONS
10856;10856;0190;RECREATION
10857;10857;0190;RECREATION
10870;10870;0200;PARK DEPARTMENT
10871;10871;0252;TRAFFIC AND ROAD DIV
10880;10880;0190;RECREATION
10883;10883;0400;M.S.D.
10893;10893;0252;TRAFFIC AND ROAD DIV
10900;10900;0400;M.S.D.
10901;10901;0234;AVIATION
10903;10903;0252;TRAFFIC AND ROAD DIV
10904;10904;0252;TRAFFIC AND ROAD DIV
10905;10905;0400;M.S.D.
10906;10906;0300;WATER WORKS
10907;10907;0300;WATER WORKS
10910;10910;0400;M.S.D.
10911;10911;0222;POLICE
10912;10912;0300;WATER WORKS
10913;10913;0300;WATER WORKS
10914;10914;0300;WATER WORKS
10930;10930;0400;M.S.D.
10951;10951;0300;WATER WORKS
10952;10952;0300;WATER WORKS
10953;10953;0300;WATER WORKS
10954;10954;0300;WATER WORKS
10955;10955;0300;WATER WORKS
10956;10956;0300;WATER WORKS
10957;10957;0300;WATER WORKS
10958;10958;0252;TRAFFIC AND ROAD DIV
10959;10959;0300;WATER WORKS
10980;10980;0400;M.S.D.
10990;10990;0300;WATER WORKS
10991;10991;0253;NEIGHBORHOOD OPERATIONS
11176;11176;0300;WATER WORKS
11177;11177;0239;TRANS & ENGR
11178;11178;0239;TRANS & ENGR
11179;11179;0225;POLICE INVESTIGATIONS BUREAU
11181;11181;0239;TRANS & ENGR
11182;11182;0239;TRAFFIC ENGINEERING
11183;11183;0239;TRAFFIC ENGINEERING
11186;11186;0200;PARK DEPARTMENT
11301;11301;0222;POLICE
11308;11308;0222;POLICE
11316;11316;0222;POLICE
11319;11319;0222;POLICE
11322;11322;0222;POLICE
11545;11545;0253;NEIGHBORHOOD OPERATIONS
11546;11546;0253;NEIGHBORHOOD OPERATIONS
11547;11547;0253;NEIGHBORHOOD OPERATIONS
11548;11548;0253;NEIGHBORHOOD OPERATIONS
11549;11549;0253;NEIGHBORHOOD OPERATIONS
11553;11553;0253;NEIGHBORHOOD OPERATIONS
11572;11572;0253;NEIGHBORHOOD OPERATIONS
11611;11611;0400;M.S.D.
11631;11631;2441;FLEET SERVICES
11650;11650;0271;FIRE DEPARTMENT RESPONSE
11670;11670;0271;FIRE DEPARTMENT RESPONSE
11671;11671;0271;FIRE DEPARTMENT RESPONSE
11672;11672;0271;FIRE DEPARTMENT RESPONSE
11673;11673;0271;FIRE DEPARTMENT RESPONSE
11674;11674;0271;FIRE DEPARTMENT RESPONSE
11675;11675;0271;FIRE DEPARTMENT RESPONSE
11740;11740;0300;WATER WORKS
11770;11770;0252;TRAFFIC SERVICES
11880;11880;0234;AVIATION
11881;11881;0234;AVIATION
11915;11915;0300;WATER WORKS
11916;11916;0300;WATER WORKS
11917;11917;0300;WATER WORKS
11918;11918;0300;WATER WORKS
11919;11919;0300;WATER WORKS
11920;11920;0300;WATER WORKS
11921;11921;0300;WATER WORKS
11929;11929;2441;TRAFFIC AND ROAD DIV
12175;12175;0400;M.S.D.
12176;12176;0400;M.S.D.
12177;12177;0400;M.S.D.
12179;12179;0272;FIRE DEPARTMENT SUPPORT
12181;12181;0272;FIRE DEPARTMENT SUPPORT
12182;12182;0272;FIRE DEPARTMENT SUPPORT
12184;12184;0272;FIRE DEPARTMENT SUPPORT
12185;12185;0272;FIRE DEPARTMENT SUPPORT
12187;12187;0272;FIRE DEPARTMENT SUPPORT
12188;12188;0300;WATER WORKS
12189;12189;0300;WATER WORKS
12190;12190;0300;WATER WORKS
123018;123018;0200;PARK DEPARTMENT
12303;12303;0222;POLICE
12313;12313;0222;POLICE
12316;12316;0222;POLICE
12318;12318;0222;POLICE
12320;12320;0222;POLICE
12323;12323;0222;POLICE
12327;12327;0222;POLICE
12328;12328;0226;POLICE SUPPORT BUREAU
12472;12472;0200;RECREATION
12490;12490;0222;POLICE
12491;12491;0222;POLICE
12492;12492;0222;POLICE
12550;12550;0253;NEIGHBORHOOD OPERATIONS
12654;12654;0200;PARK DEPARTMENT
12655;12655;0200;PARK DEPARTMENT
12656;12656;0200;PARK DEPARTMENT
12670;12670;0400;M.S.D.
12671;12671;0400;M.S.D.
12672;12672;0400;M.S.D.
12705;12705;0300;WATER WORKS
12800;12800;0200;PARK DEPARTMENT
12801;12801;0200;PARK DEPARTMENT
12810;12810;2441;FLEET SERVICES
12811;12811;0200;PARK DEPARTMENT
12812;12812;0400;M.S.D.
12813;12813;0300;WATER WORKS
12814;12814;0222;POLICE
12815;12815;0200;PARK DEPARTMENT
12816;12816;0400;M.S.D.
12817;12817;0400;M.S.D.
12818;12818;0400;M.S.D.
12819;12819;0200;PARK DEPARTMENT
12820;12820;0400;M.S.D.
12822;12822;0400;M.S.D.
12830;12830;0200;PARK DEPARTMENT
12831;12831;0190;RECREATION
12832;12832;0200;PARK DEPARTMENT
12833;12833;0200;PARK DEPARTMENT
12834;12834;0200;PARK DEPARTMENT
12835;12835;0200;PARK DEPARTMENT
12836;12836;0200;PARK DEPARTMENT
12837;12837;0400;M.S.D.
12838;12838;0400;M.S.D.
12850;12850;0234;AVIATION
13176;13176;0300;WATER WORKS
13177;13177;0400;M.S.D.
13178;13178;0400;M.S.D.
13179;13179;0300;WATER WORKS
13180;13180;0300;WATER WORKS
13181;13181;0300;WATER WORKS
13303;13303;0222;POLICE
13304;13304;0222;POLICE
13305;13305;0222;POLICE
13308;13308;0226;POLICE SUPPORT BUREAU
13450;13450;0300;WATER WORKS
13495;13495;0200;PARK DEPARTMENT
13496;13496;0200;PARK DEPARTMENT
13580;13580;0252;TRAFFIC AND ROAD DIV
13645;13645;0234;AVIATION
13720;13720;0190;RECREATION
13721;13721;0190;RECREATION
13850;13850;POOL;FLEET SERVICES POOL
13870;13870;0400;M.S.D.
13903;13903;0300;WATER WORKS
13904;13904;0233;TRANS & ENGR
13905;13905;0233;TRANS & ENGR
13906;13906;0233;TRANS & ENGR
13970;13970;0400;M.S.D.
13971;13971;0400;M.S.D.
14175;14175;0190;RECREATION
14176;14176;0222;POLICE
14177;14177;0227;POLICE - CHIEF`S OFFICE
14178;14178;0225;POLICE INVESTIGATIONS BUREAU
14179;14179;0226;POLICE SUPPORT BUREAU
14180;14180;0222;POLICE
14181;14181;0225;POLICE INVESTIGATIONS BUREAU
14182;14182;0226;POLICE SUPPORT BUREAU
14183;14183;0222;POLICE
14184;14184;0225;POLICE INVESTIGATIONS BUREAU
14185;14185;0222;POLICE
14186;14186;0225;POLICE INVESTIGATIONS BUREAU
14187;14187;0225;POLICE INVESTIGATIONS BUREAU
14188;14188;0225;POLICE INVESTIGATIONS BUREAU
14189;14189;0225;POLICE INVESTIGATIONS BUREAU
14190;14190;0225;POLICE INVESTIGATIONS BUREAU
14191;14191;0226;POLICE SUPPORT BUREAU
14200;14200;0260;NEIGHBORHOOD OPERATIONS
14201;14201;0239;TRAFFIC ENGINEERING
14202;14202;0239;TRANS & ENGR
14203;14203;0239;TRANS & ENGR
14204;14204;0190;RECREATION
14375;14375;0260;HEALTH
14376;14376;0199;RECREATION - MAINT
14377;14377;0225;POLICE INVESTIGATIONS BUREAU
14460;14460;0252;TRAFFIC AND ROAD DIV
14461;14461;0252;TRAFFIC SERVICES
14470;14470;0248;PARKING FACILITY
14471;14471;0300;WATER WORKS
14473;14473;0300;WATER WORKS
14490;14490;0260;HEALTH
14491;14491;0260;HEALTH
14500;14500;0271;FIRE DEPARTMENT RESPONSE
14501;14501;0271;FIRE DEPARTMENT RESPONSE
14523;14523;0200;PARK DEPARTMENT
14524;14524;0200;PARK DEPARTMENT
14525;14525;0200;PARK DEPARTMENT
14580;14580;0200;PARK DEPARTMENT
14581;14581;0200;PARK DEPARTMENT
14582;14582;0200;PARK DEPARTMENT
14590;14590;0252;TRAFFIC AND ROAD DIV
14690;14690;0200;PARK DEPARTMENT
14691;14691;0200;PARK DEPARTMENT
14692;14692;0200;PARK DEPARTMENT
14693;14693;0200;PARK DEPARTMENT
14694;14694;0200;PARK DEPARTMENT
14695;14695;0200;PARK DEPARTMENT
