date_id;date;year;month;month_name;quarter
20230329;2023-03-29;2023;3;March;1
20230328;2023-03-28;2023;3;March;1
20230416;2023-04-16;2023;4;April;2
20230415;2023-04-15;2023;4;April;2
20230414;2023-04-14;2023;4;April;2
20230327;2023-03-27;2023;3;March;1
20230413;2023-04-13;2023;4;April;2
20230326;2023-03-26;2023;3;March;1
20230325;2023-03-25;2023;3;March;1
20230324;2023-03-24;2023;3;March;1
20230412;2023-04-12;2023;4;April;2
20230323;2023-03-23;2023;3;March;1
20230411;2023-04-11;2023;4;April;2
20230322;2023-03-22;2023;3;March;1
20230410;2023-04-10;2023;4;April;2
20230321;2023-03-21;2023;3;March;1
20230320;2023-03-20;2023;3;March;1
20230408;2023-04-08;2023;4;April;2
20230407;2023-04-07;2023;4;April;2
20230406;2023-04-06;2023;4;April;2
20230317;2023-03-17;2023;3;March;1
20230405;2023-04-05;2023;4;April;2
20230316;2023-03-16;2023;3;March;1
20230404;2023-04-04;2023;4;April;2
20230315;2023-03-15;2023;3;March;1
20230403;2023-04-03;2023;4;April;2
20230314;2023-03-14;2023;3;March;1
20230313;2023-03-13;2023;3;March;1
20230402;2023-04-02;2023;4;April;2
20230401;2023-04-01;2023;4;April;2
20230331;2023-03-31;2023;3;March;1
20230312;2023-03-12;2023;3;March;1
20230311;2023-03-11;2023;3;March;1
20230310;2023-03-10;2023;3;March;1
20230330;2023-03-30;2023;3;March;1
20230309;2023-03-09;2023;3;March;1
20230203;2023-02-03;2023;2;February;1
20230202;2023-02-02;2023;2;February;1
20230222;2023-02-22;2023;2;February;1
20230221;2023-02-21;2023;2;February;1
20230201;2023-02-01;2023;2;February;1
20230220;2023-02-20;2023;2;February;1
20230219;2023-02-19;2023;2;February;1
20230218;2023-02-18;2023;2;February;1
20230217;2023-02-17;2023;2;February;1
20230308;2023-03-08;2023;3;March;1
20230216;2023-02-16;2023;2;February;1
20230307;2023-03-07;2023;3;March;1
20230215;2023-02-15;2023;2;February;1
20230306;2023-03-06;2023;3;March;1
20230305;2023-03-05;2023;3;March;1
20230304;2023-03-04;2023;3;March;1
20230303;2023-03-03;2023;3;March;1
20230214;2023-02-14;2023;2;February;1
20230302;2023-03-02;2023;3;March;1
20230213;2023-02-13;2023;2;February;1
20230301;2023-03-01;2023;3;March;1
20230212;2023-02-12;2023;2;February;1
20230211;2023-02-11;2023;2;February;1
20230210;2023-02-10;2023;2;February;1
20230228;2023-02-28;2023;2;February;1
20230209;2023-02-09;2023;2;February;1
20230208;2023-02-08;2023;2;February;1
20230227;2023-02-27;2023;2;February;1
20230207;2023-02-07;2023;2;February;1
20230226;2023-02-26;2023;2;February;1
20230225;2023-02-25;2023;2;February;1
20230224;2023-02-24;2023;2;February;1
20230223;2023-02-23;2023;2;February;1
20230206;2023-02-06;2023;2;February;1
20230205;2023-02-05;2023;2;February;1
20230113;2023-01-13;2023;1;January;1
20230112;2023-01-12;2023;1;January;1
20230131;2023-01-31;2023;1;January;1
20230111;2023-01-11;2023;1;January;1
20230110;2023-01-10;2023;1;January;1
20230130;2023-01-30;2023;1;January;1
20230129;2023-01-29;2023;1;January;1
20230128;2023-01-28;2023;1;January;1
20230109;2023-01-09;2023;1;January;1
20230127;2023-01-27;2023;1;January;1
20230108;2023-01-08;2023;1;January;1
20230107;2023-01-07;2023;1;January;1
20230106;2023-01-06;2023;1;January;1
20230126;2023-01-26;2023;1;January;1
20230125;2023-01-25;2023;1;January;1
20230124;2023-01-24;2023;1;January;1
20230105;2023-01-05;2023;1;January;1
20230104;2023-01-04;2023;1;January;1
20230103;2023-01-03;2023;1;January;1
20230123;2023-01-23;2023;1;January;1
20230102;2023-01-02;2023;1;January;1
20230101;2023-01-01;2023;1;January;1
20221231;2022-12-31;2022;12;December;4
20221230;2022-12-30;2022;12;December;4
20230122;2023-01-22;2023;1;January;1
20221229;2022-12-29;2022;12;December;4
20230121;2023-01-21;2023;1;January;1
20230120;2023-01-20;2023;1;January;1
20221228;2022-12-28;2022;12;December;4
20230119;2023-01-19;2023;1;January;1
20230118;2023-01-18;2023;1;January;1
20221227;2022-12-27;2022;12;December;4
20230117;2023-01-17;2023;1;January;1
20221226;2022-12-26;2022;12;December;4
20230116;2023-01-16;2023;1;January;1
20230115;2023-01-15;2023;1;January;1
20230114;2023-01-14;2023;1;January;1
20221116;2022-11-16;2022;11;November;4
20221115;2022-11-15;2022;11;November;4
20221207;2022-12-07;2022;12;December;4
20221206;2022-12-06;2022;12;December;4
20221114;2022-11-14;2022;11;November;4
20221205;2022-12-05;2022;12;December;4
20221225;2022-12-25;2022;12;December;4
20221224;2022-12-24;2022;12;December;4
20221204;2022-12-04;2022;12;December;4
20221203;2022-12-03;2022;12;December;4
20221202;2022-12-02;2022;12;December;4
20221223;2022-12-23;2022;12;December;4
20221201;2022-12-01;2022;12;December;4
20221222;2022-12-22;2022;12;December;4
20221130;2022-11-30;2022;11;November;4
20221221;2022-12-21;2022;12;December;4
20221129;2022-11-29;2022;11;November;4
20221220;2022-12-20;2022;12;December;4
20221219;2022-12-19;2022;12;December;4
20221128;2022-11-28;2022;11;November;4
20221218;2022-12-18;2022;12;December;4
20221127;2022-11-27;2022;11;November;4
20221126;2022-11-26;2022;11;November;4
20221125;2022-11-25;2022;11;November;4
20221124;2022-11-24;2022;11;November;4
20221123;2022-11-23;2022;11;November;4
20221217;2022-12-17;2022;12;December;4
20221216;2022-12-16;2022;12;December;4
20221215;2022-12-15;2022;12;December;4
20221122;2022-11-22;2022;11;November;4
20221214;2022-12-14;2022;12;December;4
20221121;2022-11-21;2022;11;November;4
20221120;2022-11-20;2022;11;November;4
20221119;2022-11-19;2022;11;November;4
20221118;2022-11-18;2022;11;November;4
20221213;2022-12-13;2022;12;December;4
20221212;2022-12-12;2022;12;December;4
20221117;2022-11-17;2022;11;November;4
20221211;2022-12-11;2022;12;December;4
20221210;2022-12-10;2022;12;December;4
20221209;2022-12-09;2022;12;December;4
20221208;2022-12-08;2022;12;December;4
20221025;2022-10-25;2022;10;October;4
20221024;2022-10-24;2022;10;October;4
20221113;2022-11-13;2022;11;November;4
20221112;2022-11-12;2022;11;November;4
20221111;2022-11-11;2022;11;November;4
20221110;2022-11-10;2022;11;November;4
20221109;2022-11-09;2022;11;November;4
20221023;2022-10-23;2022;10;October;4
20221022;2022-10-22;2022;10;October;4
20221021;2022-10-21;2022;10;October;4
20221020;2022-10-20;2022;10;October;4
20221108;2022-11-08;2022;11;November;4
20221019;2022-10-19;2022;10;October;4
20221107;2022-11-07;2022;11;November;4
20221018;2022-10-18;2022;10;October;4
20221106;2022-11-06;2022;11;November;4
20221105;2022-11-05;2022;11;November;4
20221104;2022-11-04;2022;11;November;4
20221017;2022-10-17;2022;10;October;4
20221103;2022-11-03;2022;11;November;4
20221102;2022-11-02;2022;11;November;4
20221016;2022-10-16;2022;10;October;4
20221015;2022-10-15;2022;10;October;4
20221014;2022-10-14;2022;10;October;4
20221013;2022-10-13;2022;10;October;4
20221101;2022-11-01;2022;11;November;4
20221012;2022-10-12;2022;10;October;4
20221031;2022-10-31;2022;10;October;4
20221011;2022-10-11;2022;10;October;4
20221030;2022-10-30;2022;10;October;4
20221029;2022-10-29;2022;10;October;4
20221028;2022-10-28;2022;10;October;4
20221010;2022-10-10;2022;10;October;4
20221027;2022-10-27;2022;10;October;4
20221008;2022-10-08;2022;10;October;4
20221007;2022-10-07;2022;10;October;4
20221026;2022-10-26;2022;10;October;4
20221006;2022-10-06;2022;10;October;4
20220902;2022-09-02;2022;9;September;3
20220901;2022-09-01;2022;9;September;3
20220921;2022-09-21;2022;9;September;3
20220920;2022-09-20;2022;9;September;3
20221005;2022-10-05;2022;10;October;4
20220919;2022-09-19;2022;9;September;3
20220918;2022-09-18;2022;9;September;3
20220917;2022-09-17;2022;9;September;3
20220916;2022-09-16;2022;9;September;3
20221004;2022-10-04;2022;10;October;4
20220915;2022-09-15;2022;9;September;3
20221003;2022-10-03;2022;10;October;4
20220914;2022-09-14;2022;9;September;3
20220913;2022-09-13;2022;9;September;3
20221002;2022-10-02;2022;10;October;4
20221001;2022-10-01;2022;10;October;4
20220930;2022-09-30;2022;9;September;3
20220912;2022-09-12;2022;9;September;3
20220929;2022-09-29;2022;9;September;3
20220911;2022-09-11;2022;9;September;3
20220910;2022-09-10;2022;9;September;3
20220928;2022-09-28;2022;9;September;3
20220909;2022-09-09;2022;9;September;3
20220927;2022-09-27;2022;9;September;3
20220908;2022-09-08;2022;9;September;3
20220926;2022-09-26;2022;9;September;3
20220907;2022-09-07;2022;9;September;3
20220925;2022-09-25;2022;9;September;3
20220924;2022-09-24;2022;9;September;3
20220923;2022-09-23;2022;9;September;3
20220906;2022-09-06;2022;9;September;3
20220922;2022-09-22;2022;9;September;3
20220905;2022-09-05;2022;9;September;3
20220904;2022-09-04;2022;9;September;3
20220903;2022-09-03;2022;9;September;3
20220815;2022-08-15;2022;8;August;3
20220814;2022-08-14;2022;8;August;3
20220813;2022-08-13;2022;8;August;3
20220812;2022-08-12;2022;8;August;3
20220831;2022-08-31;2022;8;August;3
20220830;2022-08-30;2022;8;August;3
20220811;2022-08-11;2022;8;August;3
20220829;2022-08-29;2022;8;August;3
20220808;2022-08-08;2022;8;August;3
20220810;2022-08-10;2022;8;August;3
20220809;2022-08-09;2022;8;August;3
20220828;2022-08-28;2022;8;August;3
20220827;2022-08-27;2022;8;August;3
20220826;2022-08-26;2022;8;August;3
20220825;2022-08-25;2022;8;August;3
20220807;2022-08-07;2022;8;August;3
20220806;2022-08-06;2022;8;August;3
20220805;2022-08-05;2022;8;August;3
20220824;2022-08-24;2022;8;August;3
20220804;2022-08-04;2022;8;August;3
20220823;2022-08-23;2022;8;August;3
20220803;2022-08-03;2022;8;August;3
20220822;2022-08-22;2022;8;August;3
20220802;2022-08-02;2022;8;August;3
20220821;2022-08-21;2022;8;August;3
20220820;2022-08-20;2022;8;August;3
20220819;2022-08-19;2022;8;August;3
20220801;2022-08-01;2022;8;August;3
20220818;2022-08-18;2022;8;August;3
20220817;2022-08-17;2022;8;August;3
20220731;2022-07-31;2022;7;July;3
20220730;2022-07-30;2022;7;July;3
20220729;2022-07-29;2022;7;July;3
20220816;2022-08-16;2022;8;August;3
20220728;2022-07-28;2022;7;July;3
20220727;2022-07-27;2022;7;July;3
20220623;2022-06-23;2022;6;June;2
20220622;2022-06-22;2022;6;June;2
20220712;2022-07-12;2022;7;July;3
20220711;2022-07-11;2022;7;July;3
20220621;2022-06-21;2022;6;June;2
20220726;2022-07-26;2022;7;July;3
20220710;2022-07-10;2022;7;July;3
20220709;2022-07-09;2022;7;July;3
20220708;2022-07-08;2022;7;July;3
20220725;2022-07-25;2022;7;July;3
20220707;2022-07-07;2022;7;July;3
20220706;2022-07-06;2022;7;July;3
20220724;2022-07-24;2022;7;July;3
20220723;2022-07-23;2022;7;July;3
20220722;2022-07-22;2022;7;July;3
20220721;2022-07-21;2022;7;July;3
20220705;2022-07-05;2022;7;July;3
20220720;2022-07-20;2022;7;July;3
20220704;2022-07-04;2022;7;July;3
20220703;2022-07-03;2022;7;July;3
20220702;2022-07-02;2022;7;July;3
20220701;2022-07-01;2022;7;July;3
20220630;2022-06-30;2022;6;June;2
20220719;2022-07-19;2022;7;July;3
20220629;2022-06-29;2022;6;June;2
20220718;2022-07-18;2022;7;July;3
20220628;2022-06-28;2022;6;June;2
20220717;2022-07-17;2022;7;July;3
20220716;2022-07-16;2022;7;July;3
20220715;2022-07-15;2022;7;July;3
20220714;2022-07-14;2022;7;July;3
20220627;2022-06-27;2022;6;June;2
20220626;2022-06-26;2022;6;June;2
20220625;2022-06-25;2022;6;June;2
20220624;2022-06-24;2022;6;June;2
20220713;2022-07-13;2022;7;July;3
20220602;2022-06-02;2022;6;June;2
20220601;2022-06-01;2022;6;June;2
20220531;2022-05-31;2022;5;May;2
20220620;2022-06-20;2022;6;June;2
20220619;2022-06-19;2022;6;June;2
20220618;2022-06-18;2022;6;June;2
20220617;2022-06-17;2022;6;June;2
20220616;2022-06-16;2022;6;June;2
20220530;2022-05-30;2022;5;May;2
20220529;2022-05-29;2022;5;May;2
20220528;2022-05-28;2022;5;May;2
20220527;2022-05-27;2022;5;May;2
20220615;2022-06-15;2022;6;June;2
20220526;2022-05-26;2022;5;May;2
20220614;2022-06-14;2022;6;June;2
20220525;2022-05-25;2022;5;May;2
20220613;2022-06-13;2022;6;June;2
20220524;2022-05-24;2022;5;May;2
20220612;2022-06-12;2022;6;June;2
20220611;2022-06-11;2022;6;June;2
20220610;2022-06-10;2022;6;June;2
20220516;2022-05-16;2022;5;May;2
20220609;2022-06-09;2022;6;June;2
20220523;2022-05-23;2022;5;May;2
20220608;2022-06-08;2022;6;June;2
20220522;2022-05-22;2022;5;May;2
20220521;2022-05-21;2022;5;May;2
20220520;2022-05-20;2022;5;May;2
20220607;2022-06-07;2022;6;June;2
20220519;2022-05-19;2022;5;May;2
20220518;2022-05-18;2022;5;May;2
20220606;2022-06-06;2022;6;June;2
20220605;2022-06-05;2022;6;June;2
20220604;2022-06-04;2022;6;June;2
20220603;2022-06-03;2022;6;June;2
20220517;2022-05-17;2022;5;May;2
20220411;2022-04-11;2022;4;April;2
20220428;2022-04-28;2022;4;April;2
20220427;2022-04-27;2022;4;April;2
20220426;2022-04-26;2022;4;April;2
20220410;2022-04-10;2022;4;April;2
20220409;2022-04-09;2022;4;April;2
20220408;2022-04-08;2022;4;April;2
20220515;2022-05-15;2022;5;May;2
20220514;2022-05-14;2022;5;May;2
20220513;2022-05-13;2022;5;May;2
20220512;2022-05-12;2022;5;May;2
20220425;2022-04-25;2022;4;April;2
20220511;2022-05-11;2022;5;May;2
20220424;2022-04-24;2022;4;April;2
20220423;2022-04-23;2022;4;April;2
20220422;2022-04-22;2022;4;April;2
20220421;2022-04-21;2022;4;April;2
20220510;2022-05-10;2022;5;May;2
20220420;2022-04-20;2022;4;April;2
20220509;2022-05-09;2022;5;May;2
20220508;2022-05-08;2022;5;May;2
20220507;2022-05-07;2022;5;May;2
20220506;2022-05-06;2022;5;May;2
20220419;2022-04-19;2022;4;April;2
20220505;2022-05-05;2022;5;May;2
20220418;2022-04-18;2022;4;April;2
20220417;2022-04-17;2022;4;April;2
20220416;2022-04-16;2022;4;April;2
20220415;2022-04-15;2022;4;April;2
20220504;2022-05-04;2022;5;May;2
20220414;2022-04-14;2022;4;April;2
20220503;2022-05-03;2022;5;May;2
20220502;2022-05-02;2022;5;May;2
20220413;2022-04-13;2022;4;April;2
20220501;2022-05-01;2022;5;May;2
20220430;2022-04-30;2022;4;April;2
20220412;2022-04-12;2022;4;April;2
20220429;2022-04-29;2022;4;April;2
20220321;2022-03-21;2022;3;March;1
20220320;2022-03-20;2022;3;March;1
20220319;2022-03-19;2022;3;March;1
20220318;2022-03-18;2022;3;March;1
20220407;2022-04-07;2022;4;April;2
20220317;2022-03-17;2022;3;March;1
20220406;2022-04-06;2022;4;April;2
20220405;2022-04-05;2022;4;April;2
20220316;2022-03-16;2022;3;March;1
20220315;2022-03-15;2022;3;March;1
20220404;2022-04-04;2022;4;April;2
20220403;2022-04-03;2022;4;April;2
20220402;2022-04-02;2022;4;April;2
20220401;2022-04-01;2022;4;April;2
20220314;2022-03-14;2022;3;March;1
20220331;2022-03-31;2022;3;March;1
20220313;2022-03-13;2022;3;March;1
20220312;2022-03-12;2022;3;March;1
20220311;2022-03-11;2022;3;March;1
20220330;2022-03-30;2022;3;March;1
20220310;2022-03-10;2022;3;March;1
20220329;2022-03-29;2022;3;March;1
20220328;2022-03-28;2022;3;March;1
20220309;2022-03-09;2022;3;March;1
20220327;2022-03-27;2022;3;March;1
20220308;2022-03-08;2022;3;March;1
20220326;2022-03-26;2022;3;March;1
20220325;2022-03-25;2022;3;March;1
20220307;2022-03-07;2022;3;March;1
20220324;2022-03-24;2022;3;March;1
20220323;2022-03-23;2022;3;March;1
20220306;2022-03-06;2022;3;March;1
20220305;2022-03-05;2022;3;March;1
20220304;2022-03-04;2022;3;March;1
20220322;2022-03-22;2022;3;March;1
20220303;2022-03-03;2022;3;March;1
20220203;2022-02-03;2022;2;February;1
20220202;2022-02-02;2022;2;February;1
20220216;2022-02-16;2022;2;February;1
20220215;2022-02-15;2022;2;February;1
20220201;2022-02-01;2022;2;February;1
20220214;2022-02-14;2022;2;February;1
20220302;2022-03-02;2022;3;March;1
20220213;2022-02-13;2022;2;February;1
20220212;2022-02-12;2022;2;February;1
20220211;2022-02-11;2022;2;February;1
20220301;2022-03-01;2022;3;March;1
20220210;2022-02-10;2022;2;February;1
20220228;2022-02-28;2022;2;February;1
20220209;2022-02-09;2022;2;February;1
20220208;2022-02-08;2022;2;February;1
20220227;2022-02-27;2022;2;February;1
20220226;2022-02-26;2022;2;February;1
20220225;2022-02-25;2022;2;February;1
20220224;2022-02-24;2022;2;February;1
20220207;2022-02-07;2022;2;February;1
20220223;2022-02-23;2022;2;February;1
20220222;2022-02-22;2022;2;February;1
20220206;2022-02-06;2022;2;February;1
20220205;2022-02-05;2022;2;February;1
20220221;2022-02-21;2022;2;February;1
20220220;2022-02-20;2022;2;February;1
20220219;2022-02-19;2022;2;February;1
20220204;2022-02-04;2022;2;February;1
20220218;2022-02-18;2022;2;February;1
20220217;2022-02-17;2022;2;February;1
20220114;2022-01-14;2022;1;January;1
20220113;2022-01-13;2022;1;January;1
20220112;2022-01-12;2022;1;January;1
20220131;2022-01-31;2022;1;January;1
20220111;2022-01-11;2022;1;January;1
20220130;2022-01-30;2022;1;January;1
20220129;2022-01-29;2022;1;January;1
20220110;2022-01-10;2022;1;January;1
20220128;2022-01-28;2022;1;January;1
20220127;2022-01-27;2022;1;January;1
20220109;2022-01-09;2022;1;January;1
20220108;2022-01-08;2022;1;January;1
20220107;2022-01-07;2022;1;January;1
20220126;2022-01-26;2022;1;January;1
20220106;2022-01-06;2022;1;January;1
20220125;2022-01-25;2022;1;January;1
20220124;2022-01-24;2022;1;January;1
20220105;2022-01-05;2022;1;January;1
20220123;2022-01-23;2022;1;January;1
20220122;2022-01-22;2022;1;January;1
20220121;2022-01-21;2022;1;January;1
20220104;2022-01-04;2022;1;January;1
20220120;2022-01-20;2022;1;January;1
20220103;2022-01-03;2022;1;January;1
20220119;2022-01-19;2022;1;January;1
20220102;2022-01-02;2022;1;January;1
20220118;2022-01-18;2022;1;January;1
20220101;2022-01-01;2022;1;January;1
20211230;2021-12-30;2021;12;December;4
20220117;2022-01-17;2022;1;January;1
20211229;2021-12-29;2021;12;December;4
20211228;2021-12-28;2021;12;December;4
20220116;2022-01-16;2022;1;January;1
20211227;2021-12-27;2021;12;December;4
20220115;2022-01-15;2022;1;January;1
20211120;2021-11-20;2021;11;November;4
20211119;2021-11-19;2021;11;November;4
20211208;2021-12-08;2021;12;December;4
20211118;2021-11-18;2021;11;November;4
20211207;2021-12-07;2021;12;December;4
20211226;2021-12-26;2021;12;December;4
20211225;2021-12-25;2021;12;December;4
20211224;2021-12-24;2021;12;December;4
20211206;2021-12-06;2021;12;December;4
20211223;2021-12-23;2021;12;December;4
20211222;2021-12-22;2021;12;December;4
20211221;2021-12-21;2021;12;December;4
20211205;2021-12-05;2021;12;December;4
20211204;2021-12-04;2021;12;December;4
20211203;2021-12-03;2021;12;December;4
20211220;2021-12-20;2021;12;December;4
20211202;2021-12-02;2021;12;December;4
20211201;2021-12-01;2021;12;December;4
20211219;2021-12-19;2021;12;December;4
20211218;2021-12-18;2021;12;December;4
20211217;2021-12-17;2021;12;December;4
20211216;2021-12-16;2021;12;December;4
20211130;2021-11-30;2021;11;November;4
20211129;2021-11-29;2021;11;November;4
20211215;2021-12-15;2021;12;December;4
20211128;2021-11-28;2021;11;November;4
20211127;2021-11-27;2021;11;November;4
20211126;2021-11-26;2021;11;November;4
20211214;2021-12-14;2021;12;December;4
20211125;2021-11-25;2021;11;November;4
20211124;2021-11-24;2021;11;November;4
20211213;2021-12-13;2021;12;December;4
20211123;2021-11-23;2021;11;November;4
20211212;2021-12-12;2021;12;December;4
20211211;2021-12-11;2021;12;December;4
20211210;2021-12-10;2021;12;December;4
20211122;2021-11-22;2021;11;November;4
20211209;2021-12-09;2021;12;December;4
20211121;2021-11-21;2021;11;November;4
20211028;2021-10-28;2021;10;October;4
20211027;2021-10-27;2021;10;October;4
20211117;2021-11-17;2021;11;November;4
20211116;2021-11-16;2021;11;November;4
20211026;2021-10-26;2021;10;October;4
20211115;2021-11-15;2021;11;November;4
20211025;2021-10-25;2021;10;October;4
20211114;2021-11-14;2021;11;November;4
20211113;2021-11-13;2021;11;November;4
20211112;2021-11-12;2021;11;November;4
20211024;2021-10-24;2021;10;October;4
20211023;2021-10-23;2021;10;October;4
20211022;2021-10-22;2021;10;October;4
20211111;2021-11-11;2021;11;November;4
20211110;2021-11-10;2021;11;November;4
20211021;2021-10-21;2021;10;October;4
20211109;2021-11-09;2021;11;November;4
20211108;2021-11-08;2021;11;November;4
20211020;2021-10-20;2021;10;October;4
20211019;2021-10-19;2021;10;October;4
20211107;2021-11-07;2021;11;November;4
20211106;2021-11-06;2021;11;November;4
20211105;2021-11-05;2021;11;November;4
20211018;2021-10-18;2021;10;October;4
20211104;2021-11-04;2021;11;November;4
20211017;2021-10-17;2021;10;October;4
20211016;2021-10-16;2021;10;October;4
20211015;2021-10-15;2021;10;October;4
20211103;2021-11-03;2021;11;November;4
20211014;2021-10-14;2021;10;October;4
20211102;2021-11-02;2021;11;November;4
20211013;2021-10-13;2021;10;October;4
20211012;2021-10-12;2021;10;October;4
20211101;2021-11-01;2021;11;November;4
20211031;2021-10-31;2021;10;October;4
20211030;2021-10-30;2021;10;October;4
20211029;2021-10-29;2021;10;October;4
20211011;2021-10-11;2021;10;October;4
20210907;2021-09-07;2021;9;September;3
20210923;2021-09-23;2021;9;September;3
20210906;2021-09-06;2021;9;September;3
20210905;2021-09-05;2021;9;September;3
20210904;2021-09-04;2021;9;September;3
20210903;2021-09-03;2021;9;September;3
20210922;2021-09-22;2021;9;September;3
20211010;2021-10-10;2021;10;October;4
20211009;2021-10-09;2021;10;October;4
20211008;2021-10-08;2021;10;October;4
20210921;2021-09-21;2021;9;September;3
20211007;2021-10-07;2021;10;October;4
20210920;2021-09-20;2021;9;September;3
20211006;2021-10-06;2021;10;October;4
20210919;2021-09-19;2021;9;September;3
20210918;2021-09-18;2021;9;September;3
20210917;2021-09-17;2021;9;September;3
20211005;2021-10-05;2021;10;October;4
20210916;2021-09-16;2021;9;September;3
20210915;2021-09-15;2021;9;September;3
20211004;2021-10-04;2021;10;October;4
20211003;2021-10-03;2021;10;October;4
20211002;2021-10-02;2021;10;October;4
20211001;2021-10-01;2021;10;October;4
20210914;2021-09-14;2021;9;September;3
20210930;2021-09-30;2021;9;September;3
20210913;2021-09-13;2021;9;September;3
20210929;2021-09-29;2021;9;September;3
20210912;2021-09-12;2021;9;September;3
20210911;2021-09-11;2021;9;September;3
20210910;2021-09-10;2021;9;September;3
20210928;2021-09-28;2021;9;September;3
20210909;2021-09-09;2021;9;September;3
20210927;2021-09-27;2021;9;September;3
20210908;2021-09-08;2021;9;September;3
20210926;2021-09-26;2021;9;September;3
20210925;2021-09-25;2021;9;September;3
20210924;2021-09-24;2021;9;September;3
20210817;2021-08-17;2021;8;August;3
20210816;2021-08-16;2021;8;August;3
